process_timestamp,process_pid,process_process_name,process_cpu_percent,process_cpu_percent_per_core,process_logical_cpu_count,process_cpu_times_user,process_cpu_times_system,process_num_threads,system_timestamp,system_cpu_percent,system_cpu_percent_per_core,system_cpu_count,system_load_avg_1m
2025-07-28T01:27:47.785998,40844,python,96.5,2.4125,40,15.53,0.83,122,2025-07-28T01:27:47.908303,0.0,"[58.3, 100.0, 100.0, 100.0, 63.6, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 63.6, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 66.7, 63.6, 100.0, 66.7, 66.7, 100.0, 100.0, 66.7, 100.0, 100.0, 100.0, 100.0, 100.0]",2025-07-282025-07-28T01:27:48.412129,40844,python,88.3,2.2075,40,16.07,0.86,122,2025-07-28T01:27:48.514767,87.2,"[100.0, 100.0, 55.6, 90.0, 70.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 30.0, 50.0, 100.0, 100.0, 77.8, 100.0, 100.0, 0.0, 0.0, 100.0, 0.0, 40.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 40.0, 100.0, 100.0, 100.0, 0.0, 100.0, 100.0, 100.0, 100.0, 100.0]",40,18.24
2025-07-28T01:27:49.015765,40844,python,79.3,1.9825,40,16.5,0.91,122,2025-07-28T01:27:49.119761,93.1,"[100.0, 100.0, 100.0, 100.0, 10.0, 100.0, 100.0, 100.0, 18.2, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 0.0, 100.0, 100.0, 0.0, 30.0, 100.0, 20.0, 0.0, 0.0, 100.0, 66.7, 100.0, 100.0, 100.0]",40,18.24
2025-07-28T01:27:49.629454,40844,python,70.0,1.75,40,16.91,0.93,122,2025-07-28T01:27:49.734163,94.0,"[100.0, 100.0, 100.0, 20.0, 100.0, 20.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 20.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 30.0, 100.0, 100.0, 33.3, 100.0, 10.0, 100.0, 100.0, 100.0, 100.0, 20.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 20.0, 100.0, 100.0, 100.0]",40,22.63
2025-07-28T01:27:50.239957,40844,python,95.0,2.375,40,17.46,0.96,122,2025-07-28T01:27:50.348993,89.0,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 20.0, 100.0, 100.0, 33.3, 100.0, 44.4, 100.0, 100.0, 90.0, 100.0, 36.4, 100.0, 27.3, 100.0, 100.0, 100.0, 100.0, 27.3, 100.0, 100.0, 20.0, 100.0, 100.0, 100.0, 33.3, 100.0, 100.0, 50.0, 100.0, 100.0, 100.0, 100.0]",40,22.63
2025-07-28T01:27:50.854178,40844,python,73.3,1.8325,40,17.87,1.0,122,2025-07-28T01:27:50.961209,95.8,"[100.0, 100.0, 100.0, 63.6, 100.0, 100.0, 100.0, 100.0, 100.0, 63.6, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 80.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 60.0, 100.0, 100.0, 45.5, 40.0, 80.0, 100.0, 100.0, 100.0, 36.4, 45.5, 50.0, 100.0, 100.0, 100.0, 100.0]",40,22.63
2025-07-28T01:27:51.462154,40844,python,95.4,2.3850000000000002,40,18.42,1.03,122,2025-07-28T01:27:51.564678,87.1,"[100.0, 100.0, 100.0, 100.0, 100.0, 90.0, 90.9, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 90.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 81.8, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",40,22.63
2025-07-28T01:27:52.065258,40844,python,82.9,2.0725000000000002,40,18.88,1.07,122,2025-07-28T01:27:52.168349,95.1,"[100.0, 100.0, 100.0, 100.0, 66.7, 100.0, 45.5, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 50.0, 45.5, 100.0, 90.0, 100.0, 100.0, 100.0, 100.0, 80.0, 100.0, 100.0, 90.9, 100.0, 30.0, 33.3, 100.0, 100.0, 100.0, 100.0, 90.9, 91.7, 72.7, 100.0, 100.0, 100.0, 70.0]",40,22.63
2025-07-28T01:27:52.669026,40844,python,99.4,2.4850000000000003,40,19.46,1.09,122,2025-07-28T01:27:52.772719,84.7,"[90.0, 100.0, 100.0, 100.0, 54.5, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 90.9, 100.0, 100.0, 100.0, 55.6, 100.0, 40.0, 100.0, 100.0, 100.0, 30.0, 100.0, 100.0, 90.0, 100.0, 40.0, 0.0, 30.0, 10.0, 100.0, 100.0, 100.0, 100.0, 80.0, 100.0, 100.0, 100.0, 100.0]",40,22.63
2025-07-28T01:27:53.273385,40844,python,104.2,2.605,40,20.05,1.13,122,2025-07-28T01:27:53.376592,87.2,"[27.3, 27.3, 100.0, 100.0, 33.3, 100.0, 40.0, 100.0, 100.0, 100.0, 30.0, 100.0, 100.0, 100.0, 50.0, 100.0, 100.0, 100.0, 100.0, 60.0, 100.0, 27.3, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 40.0, 30.0, 100.0, 100.0, 90.0, 100.0, 100.0, 36.4, 100.0, 20.0, 100.0]",40,22.63
2025-07-28T01:27:53.910338,40844,python,114.3,2.8575,40,20.69,1.18,122,2025-07-28T01:27:54.014364,76.3,"[100.0, 100.0, 55.6, 100.0, 100.0, 100.0, 100.0, 60.0, 100.0, 50.0, 70.0, 100.0, 90.9, 45.5, 100.0, 100.0, 100.0, 100.0, 81.8, 100.0, 100.0, 100.0, 100.0, 45.5, 100.0, 63.6, 50.0, 50.0, 70.0, 100.0, 100.0, 80.0, 100.0, 100.0, 100.0, 66.7, 100.0, 90.9, 70.0, 100.0]",40,22.63
2025-07-28T01:27:54.515903,40844,python,97.1,2.4274999999999998,40,21.27,1.23,122,2025-07-28T01:27:54.620791,93.3,"[100.0, 100.0, 80.0, 63.6, 100.0, 100.0, 50.0, 100.0, 100.0, 100.0, 80.0, 100.0, 100.0, 100.0, 100.0, 100.0, 81.8, 81.8, 30.0, 100.0, 100.0, 100.0, 70.0, 20.0, 44.4, 100.0, 60.0, 100.0, 100.0, 88.9, 100.0, 100.0, 81.8, 100.0, 100.0, 66.7, 10.0, 100.0, 88.9, 100.0]",40,25.14
